514260	15
514310	28
514510	35
514740	20
516170	9
516560	17
516910	44
518550	18
519500	15
520080	4
520300	10
521960	12
523690	20
527560	4
528730	14
530100	15
530450	3
530930	4
531930	4
532160	3
532560	7
532910	18
535320	7
536930	2
537630	8
538040	4
540520	3
540740	7
540880	6
541160	26
541180	15
541530	12
541910	10
541990	17
543350	14
543440	20
543450	3
544830	14
544880	18
545090	10
546180	11
546710	36
546990	33
547180	38
548470	11
548500	23
548960	27
549170	17
549410	35
549810	36
551540	48
552090	37
554700	44
554750	43
555830	25
556490	15
557230	54
557460	69
557490	67
557680	38
558150	56
558320	46
558540	53
559040	67
559550	72
559920	80
562230	55
562280	57
562700	48
562760	78
564170	52
566150	76
566380	90
566570	32
567360	64
567850	51
568340	64
568350	65
570090	27
570120	23
572450	25
573960	15
574400	18
574810	37
575110	21
575530	35
576490	50
578910	39
579100	57
579410	38
579430	30
579830	41
579960	16
580080	48
580190	31
581000	42
581360	56
582080	52
582470	65
582840	16
584550	54
584880	65
585140	60
587360	69
587370	63
588980	30
589500	19
589770	19
589890	50
590940	34
594550	51
595330	51
595910	51
598010	52
598710	57
599180	60
599550	59
601900	54
602690	52
603500	56
603880	49
605810	56
606010	50
606850	52
608860	45
608880	47
610190	41
611160	49
611830	56
612040	49
612190	58
613420	50
613900	48
614830	58
615120	46
617020	51
618250	52
619540	45
619560	44
619720	43
620800	49
621010	52
621450	48
621840	41
622390	52
623760	51
624350	51
624680	33
624700	38
625650	53
626150	54
626410	57
627580	54
627620	55
629090	46
629380	53
630390	52
631640	80
633090	68
634090	60
634270	54
634910	44
636830	22
636920	55
637980	31
638140	77
638850	65
639920	23
641850	35
644020	32
644030	19
645170	37
645380	51
646890	21
649980	47
650410	54
650650	16
650900	71
651070	22
651690	29
651950	16
654090	18
655060	29
655350	31
656830	28
656970	22
657400	49
657520	51
658070	83
658350	68
659200	38
659960	61
660840	29
662060	15
662170	18
662580	74
662860	68
663380	60
664460	57
665460	23
665750	78
666980	78
668210	72
668320	28
669290	29
669310	22
669320	44
669550	25
670420	61
670680	41
670900	41
671100	20
671150	25
671350	37
672010	56
672030	50
672460	64
672910	16
673310	24
673410	26
673930	57
674450	36
674790	37
674930	21
675240	20
675720	28
676070	82
676180	45
676310	65
676860	26
677940	13
678200	16
679990	11
680670	18
681510	20
682190	12
684050	10
685860	6
686380	8
687020	21
687170	6
687300	4
687420	6
689390	4
689650	7
690010	7
691110	33
694810	18
695420	12
695810	4
696270	10
696630	10
697490	5
697670	4
697880	9
697990	11
701090	5
701220	6
702040	4
702670	13
703110	5
703910	5
704780	6
705640	5
705760	5
707040	4
708700	4
709420	2
710260	5
712970	4
713320	5
714650	8
715440	6
717090	7
717500	14
718150	8
718900	54
720590	34
721470	10
722210	16
722450	13
723010	42
723110	30
723400	14
723570	25
724510	41
725400	19
726200	24
726540	23
726630	23
726900	37
728530	33
728810	36
729650	23
729700	24
729820	27
731220	43
731700	32
731760	19
733220	28
733440	21
733480	44
735000	41
736120	28
736370	20
736500	18
736570	59
736730	18
736790	60
736820	40
737770	24
738510	24
743330	17
743910	28
743990	26
744020	17
744170	42
744680	48
744950	29
745170	39
746840	64
747120	54
747590	61
747890	29
748120	34
749020	29
749120	22
750140	31
750150	23
750290	17
750570	26
751120	39
751950	19
751960	40
752340	47
753220	19
754250	31
754300	34
755190	16
755850	18
756860	21
757380	16
758310	22
758750	11
758820	19
760200	19
761250	68
761650	16
763830	23
764600	12
764730	29
764780	13
764820	19
765540	13
765650	50
766880	47
766990	19
767380	64
768150	21
768420	8
768630	24
769440	5
769730	20
770420	7
771330	52
772370	5
773010	6
774100	21
774240	5
774280	9
774980	43
776770	10
776810	5
777370	18
