86610	12
87230	9
87420	12
87440	13
87710	10
88160	19
88230	17
89090	16
90680	28
91010	3
91060	4
91750	8
91940	11
93670	58
93850	18
94140	9
94440	36
94770	4
95870	5
95980	5
97050	6
97510	27
99450	3
100040	8
101620	4
103660	3
103970	4
107620	3
109850	21
110070	13
110910	3
111630	6
113180	16
114910	26
116690	5
117210	26
119070	24
119370	32
119390	22
119490	49
119670	45
119730	54
122200	53
122380	51
134190	68
134370	63
136820	17
137660	25
137720	53
138140	18
138610	20
138640	36
139160	57
160680	31
161270	42
161500	57
161650	19
162590	18
163080	17
163300	8
164300	27
165700	18
166160	29
167320	5
167850	9
168710	17
169050	20
170320	11
170740	5
171050	20
172450	12
172550	15
173380	3
173860	9
175320	10
177370	17
177480	4
178290	18
178390	16
178850	5
179290	16
179480	23
179780	15
181400	10
181470	11
182080	4
182290	16
182760	5
183000	4
183380	6
183440	8
184180	9
184270	16
184550	10
184600	15
184890	17
186900	24
187280	9
188560	9
189770	11
191170	15
191280	10
191430	5
191740	10
192030	9
192630	10
193380	5
193990	17
194020	9
194790	13
195390	5
195720	12
196310	12
197120	14
197620	3
198330	5
198390	9
198430	52
198700	22
199080	44
201990	23
202160	19
202250	16
202600	21
203120	25
203600	25
204130	11
204980	24
205390	22
205730	34
207800	32
208020	51
208380	49
209280	60
210170	69
210190	47
210610	34
212140	62
212160	48
212460	28
212670	29
212780	34
213070	53
214630	38
214910	37
214930	29
215650	33
215690	25
216570	26
217340	22
218870	38
219650	16
222320	21
222770	24
222780	27
223400	20
223860	27
224550	23
224850	56
226170	25
226260	39
226270	48
226380	19
227370	47
227680	48
228710	55
229370	20
230370	56
230730	28
230930	20
231070	50
232110	51
232220	29
232890	34
232930	20
232970	25
233160	20
233810	37
234440	41
234900	43
235970	22
236800	44
237040	48
237060	20
238570	19
240180	19
241560	25
242050	21
242100	12
244350	34
245010	34
245080	25
246180	12
247250	10
247680	4
248820	38
249560	58
250650	32
251110	12
251130	30
252260	23
253010	13
253050	16
253300	14
254230	14
254520	12
254720	32
256380	10
256400	33
256720	8
257280	17
258560	22
258730	9
258880	5
258890	10
259950	17
260140	15
260480	20
262770	7
267840	14
268560	8
270370	16
270570	3
271550	8
272250	8
273670	16
274500	15
276130	19
278080	9
278900	5
279120	4
279210	3
279280	3
279310	27
279320	17
279910	17
280050	34
280920	14
281400	5
281550	5
282220	6
282960	10
282980	27
283130	13
284640	14
284650	16
285270	9
285750	22
286960	19
287110	20
288040	9
290250	41
290610	38
290690	16
291390	50
292460	23
292780	76
294120	33
294370	35
294430	44
295210	52
295450	51
295480	54
297380	61
297690	59
298450	51
298670	52
299090	53
301080	64
301670	75
301720	65
302690	48
303490	39
303600	55
304130	38
304480	43
304690	35
304950	43
305350	33
305490	61
306270	30
306840	34
306950	57
308570	34
309870	41
311380	43
311460	41
311570	48
311910	42
313420	41
313450	41
313640	61
313820	39
314040	33
314790	34
315100	69
315670	39
316320	55
316590	49
316780	68
316880	37
317880	34
318180	37
318290	42
318820	33
319570	26
319890	56
320770	42
322520	56
323470	29
324020	57
324580	47
324710	52
325000	62
325570	25
326320	36
327200	38
327230	26
327730	34
328230	46
329440	29
329780	44
330120	38
330660	28
332430	41
333270	30
333360	48
333470	21
333580	53
334150	19
334490	29
336100	25
336230	31
336740	33
337100	31
337300	23
337320	20
337410	26
337490	20
337700	43
338930	28
339410	20
342770	5
343220	19
343570	17
343660	27
343700	17
345660	12
346150	9
347210	14
347350	18
347710	36
347840	16
347880	5
347970	8
348920	14
349210	15
349290	9
349540	7
349630	32
349830	14
350100	21
350830	19
352360	3
354920	11
355510	22
356140	3
356720	5
357620	11
358040	11
358770	7
358970	4
359460	10
359590	14
359990	6
360570	3
361270	10
361490	5
361680	4
361710	3
361940	9
362070	8
362710	20
363170	5
363450	4
363900	9
364260	20
364810	15
365960	29
367330	21
367350	3
368250	14
368690	7
369900	5
371680	8
372220	5
372740	18
372810	14
372900	8
372960	26
373640	54
373860	27
374150	33
374490	32
375630	24
376570	42
377170	11
377380	11
378170	33
378550	18
378580	41
379710	40
379910	44
382670	30
382740	34
382870	56
383210	35
384170	32
384730	46
385060	33
385620	38
386020	35
386040	14
386160	53
388440	19
389120	19
389130	24
390590	16
390670	40
390920	42
390940	34
391400	29
391640	46
392830	52
393660	32
394020	17
394370	19
395650	17
396150	23
396340	34
396920	47
397210	46
397820	16
398290	17
399060	13
399430	33
399490	16
402100	27
402680	48
402790	29
403400	27
403510	21
403830	23
405830	11
405850	20
406140	24
406450	21
407310	37
407750	52
408450	47
408780	31
409010	29
409480	10
410680	16
412010	13
413020	14
413710	19
414130	9
414830	29
415900	46
416570	16
416600	12
418050	46
418090	46
419150	21
419170	12
419450	22
419860	20
420060	13
420080	23
420110	24
420620	18
421060	20
421100	17
421190	18
421420	8
422340	12
422490	28
423010	9
424850	13
425670	8
426100	17
426110	7
426790	7
428150	22
428420	29
428980	35
428990	18
429920	17
430390	9
432040	8
432340	5
432750	14
433080	6
434930	4
435340	13
435940	10
436890	3
437080	4
438050	2
438490	11
438800	14
439520	8
439800	4
441220	3
441500	4
441540	20
441890	8
441970	14
442750	13
443660	4
443730	5
443750	4
443930	9
444030	3
444970	12
445200	3
448010	19
448200	2
448420	5
450420	14
450540	4
451110	4
451470	8
451690	10
451790	2
452550	4
454350	4
455280	13
457130	3
458050	15
459160	5
459320	54
459680	21
460580	22
460730	9
462370	11
463060	14
463840	23
464240	31
464250	36
464690	24
466600	23
466660	27
467310	32
467340	24
468190	17
469590	23
469840	38
470140	59
470460	36
471060	17
471320	47
471380	46
472450	14
473430	25
473600	31
473900	16
474110	31
474610	22
475310	19
475360	40
475850	14
476420	18
476700	15
477240	12
477430	14
477770	20
478270	24
478550	41
478590	23
479130	32
479460	21
479690	18
480500	22
480540	24
481580	14
482000	14
482990	12
484910	26
486750	34
487780	22
488220	27
488260	27
488320	41
489360	48
489720	31
489870	24
490610	30
490760	42
491210	22
491270	49
492040	24
492570	21
494010	28
494030	10
494070	30
494350	19
494890	40
495520	16
496350	50
497120	11
498570	29
498670	24
498820	14
498880	13
499810	20
500230	21
501470	23
502220	18
502380	14
503170	22
504140	19
504760	24
504990	34
505120	11
506900	14
507150	36
507240	6
507260	11
507840	6
508990	19
509020	10
509120	18
510320	22
510390	12
510990	18
511030	7
511190	16
511370	9
511600	24
512810	3
514060	17
514100	18
