87450	23
90240	16
90750	14
90950	20
92120	11
101790	8
102070	7
102100	9
102870	8
103320	9
103560	9
103820	8
104170	9
104340	8
105520	8
105600	6
106230	6
106620	6
107270	8
107500	9
107520	6
107850	11
108280	7
108300	7
108320	10
108440	6
108790	11
109340	8
109620	11
111880	11
112720	7
112730	8
114310	12
114500	9
114550	12
114640	13
115020	10
116240	11
118530	17
119500	19
120330	23
121550	30
121770	19
122170	27
123340	26
123990	29
124210	32
125990	44
128100	38
128700	35
131070	30
132640	28
133540	20
133610	22
134050	28
134360	24
135800	28
135860	21
135870	22
135960	21
136610	23
137010	25
137660	27
137670	29
138270	27
138570	36
139670	30
140430	25
160920	18
161480	25
161530	22
161960	22
162890	21
163090	25
163360	19
163560	17
163600	20
164320	17
165270	28
165390	18
165820	21
165850	19
165880	18
166330	25
167080	23
167580	17
168230	18
168550	23
168700	16
168930	18
169340	23
169790	21
171150	18
171440	22
173280	15
174000	15
175050	12
176280	12
176750	17
177340	13
178110	13
179640	10
180300	14
180720	14
180940	11
181510	12
182040	9
182860	9
185680	9
186650	9
187550	6
189160	10
189260	11
189760	11
189870	6
191210	6
191550	7
191850	8
191990	6
193460	6
193630	9
194050	16
194080	10
194860	8
195240	12
197400	7
198080	11
198190	6
198710	8
199680	7
200680	12
201020	7
201030	11
201160	9
204230	16
204660	18
205050	22
205110	15
207550	23
207970	30
209030	24
209340	24
209990	30
210240	32
210500	35
211360	32
212540	28
212550	32
213080	32
214980	29
215120	35
215280	31
216380	26
216560	31
219300	31
220160	29
220810	27
221110	27
222130	29
222400	29
222750	25
224200	27
224500	27
224880	29
225090	41
225410	25
225680	32
225970	31
226890	38
228170	26
228220	22
228820	31
228890	31
229220	31
229370	28
230290	29
232630	34
233920	28
234800	21
235400	30
235780	26
236620	24
236830	32
237490	26
238130	25
239390	21
240230	22
240970	28
241070	18
243110	21
243290	19
243340	17
245030	19
245300	28
245690	27
246630	22
247440	20
247960	27
248440	21
248590	21
248730	21
250200	23
250390	18
250540	16
250830	23
251060	24
252000	23
253790	20
253870	25
254460	23
254480	22
255200	20
256250	19
256900	22
257760	18
258020	20
259210	20
259890	24
261870	16
262040	16
263880	17
265360	16
265820	17
266380	13
266510	13
267460	17
267620	11
267960	12
268830	13
269130	12
269310	18
270050	15
270200	12
270510	16
271300	13
274660	9
275260	11
276380	7
276890	7
277560	10
278480	10
278500	7
278890	9
279110	12
279180	8
281370	7
281890	16
282180	6
282530	9
282620	9
283570	11
284460	10
284840	9
284950	8
285040	10
285260	7
286850	9
287290	13
287730	11
287740	12
287930	11
288000	12
289230	15
289420	12
289690	16
290020	13
291170	18
291740	17
291860	16
291950	18
293860	20
294450	28
294460	28
294930	27
295920	40
296370	27
297500	29
297680	33
298800	32
302000	30
302730	27
302780	31
303060	28
303120	24
303220	33
304000	25
304590	38
307520	26
309300	28
309460	34
310080	29
310240	23
311240	21
312250	29
313010	29
314050	29
314660	34
315340	26
316610	30
316860	35
317500	32
317930	30
318150	34
318410	26
319100	34
320530	25
322660	25
322980	25
325000	29
325850	21
326550	20
327270	20
327560	21
327580	24
327790	20
328250	15
328570	21
329040	18
332650	24
332870	19
332970	26
333470	23
334550	18
335090	22
335460	28
335530	24
336330	20
336700	16
336850	26
337960	22
338240	28
340980	17
341510	23
341850	13
342230	20
343000	16
343170	15
